team_comp,unlock_synergies,score,ratio
Karma/Lillia/Malphite/Olaf/Sejuani/Volibear,5,5,0.5
Karma/Lillia/Malphite/Olaf/Sejuani/Wukong,5,5,0.56
Karma/Lillia/Malphite/Olaf/Sejuani/Yone,5,5,0.5
Karma/Lillia/Nasus/Rakan/Sejuani/Sett,5,5,0.5
Karma/Lillia/Nunu/Olaf/Sejuani/Yone,5,6,0.56
Karma/Lillia/Nunu/Olaf/Skarner/Yone,5,5,0.56
Karma/Lillia/Olaf/Rakan/Sejuani/Sett,5,5,0.45
Karma/Lillia/Olaf/Sejuani/Sett/Skarner,5,5,0.5
Karma/Lillia/Olaf/Sejuani/Skarner/Volibear,5,5,0.5
Karma/Lillia/Olaf/Sejuani/Skarner/Wukong,5,5,0.56
Karma/Lillia/Olaf/Sejuani/Skarner/Yone,5,5,0.5
Karma/Lillia/Olaf/Sejuani/Sylas/Vladimir,5,5,0.5
Karma/Lillia/Rakan/Sejuani/Seraphine/Sett,5,5,0.45
Karma/Lillia/Rakan/Sejuani/Sett/Zac,5,5,0.5
Karma/Malphite/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Karma/Nasus/Rakan/Sett/Twitch/Varus,5,5,0.56
Karma/Nunu/Olaf/Sejuani/Sett/Yone,5,5,0.56
Karma/Nunu/Olaf/Sejuani/Skarner/Yone,5,5,0.56
Karma/Nunu/Olaf/Sejuani/Sylas/Yone,5,5,0.5
Karma/Nunu/Olaf/Sejuani/Volibear/Yone,5,5,0.56
Karma/Nunu/Rakan/Sejuani/Sett/Yone,5,5,0.56
Karma/Nunu/Sejuani/Senna/Sett/Yone,5,5,0.62
Karma/Nunu/Sejuani/Senna/Sett/Zeri,5,5,0.62
Karma/Nunu/Sejuani/Sett/Wukong/Yone,5,5,0.71
Karma/Nunu/Sejuani/Volibear/Wukong/Yone,5,5,0.71
Karma/Qiyana/Rell/Rengar/Sejuani/Sett,5,5,0.62
Karma/Qiyana/Rell/Rengar/Sejuani/Volibear,5,5,0.62
Karma/Rakan/Rell/Rengar/Sejuani/Sett,5,5,0.56
Karma/Rakan/Senna/Seraphine/Zac/Zeri,5,5,0.62
Karma/Rakan/Seraphine/Sett/Taliyah/Zac,5,5,0.62
Karma/Rakan/Seraphine/Sett/Zac/Zeri,5,5,0.62
Karma/Rakan/Sett/Twitch/Varus/Zac,5,5,0.56
Karma/Rell/Rengar/Sejuani/Senna/Sett,5,5,0.62
Karma/Rell/Sejuani/Senna/Sett/Zeri,5,5,0.62
Lee Sin/Leona/Lillia/Nunu/Rakan/Sett,5,5,0.56
Lee Sin/Leona/Lillia/Olaf/Sejuani/Yone,5,5,0.5
Lee Sin/Leona/Lillia/Rakan/Sejuani/Sett,5,5,0.5
Lee Sin/Leona/Nasus/Nunu/Sejuani/Volibear,5,5,0.71
Lee Sin/Leona/Nunu/Qiyana/Rell/Rengar,5,5,0.71
Lee Sin/Leona/Nunu/Qiyana/Rengar/Sejuani,5,5,0.62
Lee Sin/Leona/Nunu/Qiyana/Sejuani/Volibear,5,5,0.62
Lee Sin/Leona/Nunu/Rakan/Sejuani/Senna,5,5,0.56
Lee Sin/Leona/Nunu/Rakan/Sejuani/Volibear,5,5,0.56
Lee Sin/Leona/Nunu/Sejuani/Senna/Sett,5,5,0.62
Lee Sin/Leona/Nunu/Sejuani/Volibear/Zac,5,5,0.62
Lee Sin/Leona/Olaf/Rakan/Sett/Yone,5,5,0.56
Lee Sin/Leona/Qiyana/Rakan/Rengar/Sett,5,5,0.62
Lee Sin/Leona/Qiyana/Rakan/Sett/Yone,5,5,0.62
Lee Sin/Leona/Qiyana/Rell/Rengar/Sejuani,5,5,0.62
Lee Sin/Leona/Rakan/Sejuani/Sett/Yone,5,5,0.56
Lee Sin/Leona/Rakan/Seraphine/Sett/Yone,5,5,0.56
Lee Sin/Leona/Rakan/Sett/Twitch/Varus,5,5,0.56
Lee Sin/Leona/Rakan/Sett/Twitch/Yone,5,5,0.56
Lee Sin/Leona/Rakan/Sett/Wukong/Yone,5,5,0.62
Lee Sin/Lillia/Malphite/Nunu/Olaf/Yone,5,5,0.56
Lee Sin/Lillia/Malphite/Olaf/Qiyana/Sejuani,5,5,0.5
Lee Sin/Lillia/Malphite/Olaf/Sejuani/Sett,5,5,0.5
Lee Sin/Lillia/Malphite/Olaf/Sejuani/Volibear,5,5,0.5
Lee Sin/Lillia/Malphite/Olaf/Sejuani/Wukong,5,5,0.5
Lee Sin/Lillia/Malphite/Olaf/Sejuani/Yone,5,5,0.5
Lee Sin/Lillia/Nasus/Rakan/Sejuani/Sett,5,5,0.5
Lee Sin/Lillia/Nunu/Olaf/Sejuani/Yone,5,6,0.56
Lee Sin/Lillia/Nunu/Olaf/Skarner/Yone,5,5,0.56
Lee Sin/Lillia/Olaf/Qiyana/Sejuani/Skarner,5,5,0.5
Lee Sin/Lillia/Olaf/Rakan/Sejuani/Sett,5,5,0.45
Lee Sin/Lillia/Olaf/Sejuani/Sett/Skarner,5,5,0.5
Lee Sin/Lillia/Olaf/Sejuani/Skarner/Volibear,5,5,0.5
Lee Sin/Lillia/Olaf/Sejuani/Skarner/Wukong,5,5,0.5
Lee Sin/Lillia/Olaf/Sejuani/Skarner/Yone,5,5,0.5
Lee Sin/Lillia/Olaf/Sejuani/Sylas/Vladimir,5,5,0.5
Lee Sin/Lillia/Qiyana/Rakan/Sejuani/Sett,5,5,0.5
Lee Sin/Lillia/Qiyana/Rell/Rengar/Sejuani,5,6,0.62
Lee Sin/Lillia/Rakan/Sejuani/Seraphine/Sett,5,5,0.45
Lee Sin/Lillia/Rakan/Sejuani/Sett/Zac,5,5,0.5
Lee Sin/Lux/Qiyana/Rell/Rengar/Sejuani,5,5,0.62
Lee Sin/Malphite/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Lee Sin/Malphite/Qiyana/Rell/Rengar/Sejuani,5,5,0.62
Lee Sin/Nasus/Qiyana/Rakan/Rengar/Sett,5,5,0.62
Lee Sin/Nasus/Qiyana/Rell/Rengar/Sejuani,5,5,0.62
Lee Sin/Nasus/Rakan/Sett/Twitch/Varus,5,5,0.56
Lee Sin/Nidalee/Qiyana/Rell/Rengar/Sejuani,5,5,0.62
Lee Sin/Nunu/Olaf/Qiyana/Sejuani/Yone,5,5,0.56
Lee Sin/Nunu/Olaf/Sejuani/Sett/Yone,5,5,0.56
Lee Sin/Nunu/Olaf/Sejuani/Skarner/Yone,5,5,0.56
Lee Sin/Nunu/Olaf/Sejuani/Sylas/Yone,5,5,0.5
Lee Sin/Nunu/Olaf/Sejuani/Volibear/Yone,5,5,0.56
Lee Sin/Nunu/Qiyana/Rell/Rengar/Sejuani,5,6,0.71
Lee Sin/Nunu/Qiyana/Rell/Rengar/Sett,5,5,0.71
Lee Sin/Nunu/Qiyana/Rell/Rengar/Twitch,5,5,0.62
Lee Sin/Nunu/Qiyana/Rell/Rengar/Volibear,5,5,0.71
Lee Sin/Nunu/Qiyana/Rell/Rengar/Yone,5,5,0.71
Lee Sin/Nunu/Qiyana/Rengar/Sejuani/Sett,5,5,0.62
Lee Sin/Nunu/Qiyana/Rengar/Sejuani/Volibear,5,5,0.62
Lee Sin/Nunu/Qiyana/Rengar/Sejuani/Yone,5,5,0.62
Lee Sin/Nunu/Qiyana/Sejuani/Senna/Sett,5,5,0.62
Lee Sin/Nunu/Qiyana/Sejuani/Sett/Yone,5,5,0.62
Lee Sin/Nunu/Qiyana/Sejuani/Volibear/Yone,5,5,0.62
Lee Sin/Nunu/Qiyana/Sejuani/Wukong/Yone,5,5,0.62
Lee Sin/Nunu/Rakan/Sejuani/Sett/Yone,5,5,0.56
Lee Sin/Nunu/Sejuani/Senna/Sett/Yone,5,5,0.62
Lee Sin/Nunu/Sejuani/Senna/Sett/Zeri,5,5,0.62
Lee Sin/Nunu/Sejuani/Sett/Wukong/Yone,5,5,0.62
Lee Sin/Nunu/Sejuani/Volibear/Wukong/Yone,5,5,0.62
Lee Sin/Olaf/Qiyana/Rell/Rengar/Sejuani,5,5,0.56
Lee Sin/Qiyana/Rakan/Rell/Rengar/Sejuani,5,5,0.56
Lee Sin/Qiyana/Rakan/Rell/Rengar/Sett,5,5,0.62
Lee Sin/Qiyana/Rakan/Rengar/Sejuani/Sett,5,5,0.56
Lee Sin/Qiyana/Rakan/Rengar/Sett/Zac,5,5,0.62
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Senna,5,5,0.62
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Seraphine,5,5,0.56
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Sett,6,6,0.86
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Skarner,5,5,0.62
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Sylas,5,5,0.56
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Taliyah,5,5,0.62
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Twitch,5,6,0.71
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Varus,5,5,0.62
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Vladimir,5,5,0.62
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Volibear,6,6,0.86
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Wukong,5,5,0.62
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Yone,5,5,0.62
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Zac,5,5,0.62
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Zeri,5,5,0.62
Lee Sin/Qiyana/Rell/Rengar/Sejuani/Zyra,5,5,0.62
Lee Sin/Qiyana/Rell/Sejuani/Senna/Sett,5,5,0.62
Lee Sin/Rakan/Rell/Rengar/Sejuani/Sett,5,5,0.56
Lee Sin/Rakan/Senna/Seraphine/Zac/Zeri,5,5,0.62
Lee Sin/Rakan/Seraphine/Sett/Taliyah/Zac,5,5,0.62
Lee Sin/Rakan/Seraphine/Sett/Zac/Zeri,5,5,0.62
Lee Sin/Rakan/Sett/Twitch/Varus/Zac,5,5,0.56
Lee Sin/Rell/Rengar/Sejuani/Senna/Sett,5,5,0.62
Lee Sin/Rell/Sejuani/Senna/Sett/Zeri,5,5,0.62
Leona/Lillia/Lux/Nunu/Olaf/Sylas,5,5,0.56
Leona/Lillia/Lux/Olaf/Sejuani/Sylas,5,5,0.5
Leona/Lillia/Lux/Olaf/Sejuani/Yone,5,5,0.56
Leona/Lillia/Malphite/Nasus/Nunu/Olaf,5,5,0.56
Leona/Lillia/Malphite/Nasus/Olaf/Sejuani,5,5,0.5
Leona/Lillia/Malphite/Nasus/Olaf/Yone,5,5,0.56
Leona/Lillia/Malphite/Nunu/Olaf/Rakan,5,5,0.5
Leona/Lillia/Malphite/Nunu/Olaf/Sejuani,5,6,0.56
Leona/Lillia/Malphite/Nunu/Olaf/Twitch,5,5,0.5
Leona/Lillia/Malphite/Nunu/Olaf/Wukong,5,5,0.56
Leona/Lillia/Malphite/Nunu/Olaf/Yone,5,5,0.62
Leona/Lillia/Malphite/Nunu/Olaf/Zac,5,5,0.62
Leona/Lillia/Malphite/Olaf/Rakan/Sejuani,5,5,0.45
Leona/Lillia/Malphite/Olaf/Rakan/Yone,5,5,0.5
Leona/Lillia/Malphite/Olaf/Rell/Yone,5,5,0.56
Leona/Lillia/Malphite/Olaf/Sejuani/Wukong,5,5,0.5
Leona/Lillia/Malphite/Olaf/Sejuani/Yone,6,6,0.67
Leona/Lillia/Malphite/Olaf/Sejuani/Zac,5,5,0.56
Leona/Lillia/Malphite/Olaf/Twitch/Yone,5,5,0.5
Leona/Lillia/Malphite/Olaf/Yone/Zac,5,5,0.62
Leona/Lillia/Nasus/Nunu/Olaf/Sejuani,5,6,0.56
Leona/Lillia/Nasus/Nunu/Olaf/Skarner,5,5,0.56
Leona/Lillia/Nasus/Nunu/Olaf/Sylas,5,5,0.56
Leona/Lillia/Nasus/Nunu/Olaf/Twitch,5,5,0.5
Leona/Lillia/Nasus/Nunu/Olaf/Wukong,5,5,0.56
Leona/Lillia/Nasus/Nunu/Olaf/Yone,5,5,0.62
Leona/Lillia/Nasus/Nunu/Twitch/Varus,5,5,0.56
Leona/Lillia/Nasus/Olaf/Rell/Yone,5,5,0.56
Leona/Lillia/Nasus/Olaf/Sejuani/Skarner,5,5,0.5
Leona/Lillia/Nasus/Olaf/Sejuani/Sylas,5,5,0.5
Leona/Lillia/Nasus/Olaf/Sejuani/Wukong,5,5,0.5
Leona/Lillia/Nasus/Olaf/Sejuani/Yone,6,6,0.67
Leona/Lillia/Nasus/Olaf/Skarner/Yone,5,5,0.56
Leona/Lillia/Nasus/Olaf/Sylas/Yone,5,5,0.56
Leona/Lillia/Nasus/Olaf/Twitch/Yone,5,5,0.5
Leona/Lillia/Nasus/Sejuani/Wukong/Yone,5,5,0.56
Leona/Lillia/Nidalee/Olaf/Sejuani/Yone,5,5,0.5
Leona/Lillia/Nunu/Olaf/Rakan/Sejuani,5,6,0.5
Leona/Lillia/Nunu/Olaf/Rakan/Senna,5,5,0.5
Leona/Lillia/Nunu/Olaf/Rakan/Seraphine,5,5,0.45
Leona/Lillia/Nunu/Olaf/Rakan/Sett,5,5,0.5
Leona/Lillia/Nunu/Olaf/Rakan/Skarner,5,5,0.5
Leona/Lillia/Nunu/Olaf/Rakan/Sylas,5,5,0.5
Leona/Lillia/Nunu/Olaf/Rakan/Twitch,5,5,0.45
Leona/Lillia/Nunu/Olaf/Rakan/Wukong,5,5,0.5
Leona/Lillia/Nunu/Olaf/Rakan/Yone,5,5,0.56
Leona/Lillia/Nunu/Olaf/Sejuani/Skarner,5,6,0.56
Leona/Lillia/Nunu/Olaf/Sejuani/Sylas,5,6,0.56
Leona/Lillia/Nunu/Olaf/Sejuani/Wukong,5,6,0.56
Leona/Lillia/Nunu/Olaf/Sejuani/Yone,5,6,0.62
Leona/Lillia/Nunu/Olaf/Sejuani/Zac,5,6,0.56
Leona/Lillia/Nunu/Olaf/Skarner/Twitch,5,5,0.5
Leona/Lillia/Nunu/Olaf/Skarner/Wukong,5,5,0.56
Leona/Lillia/Nunu/Olaf/Skarner/Yone,5,5,0.62
Leona/Lillia/Nunu/Olaf/Skarner/Zac,5,5,0.56
Leona/Lillia/Nunu/Olaf/Sylas/Taliyah,5,5,0.56
Leona/Lillia/Nunu/Olaf/Sylas/Twitch,5,5,0.5
Leona/Lillia/Nunu/Olaf/Sylas/Vladimir,5,5,0.56
Leona/Lillia/Nunu/Olaf/Sylas/Wukong,5,5,0.56
Leona/Lillia/Nunu/Olaf/Sylas/Yone,5,5,0.62
Leona/Lillia/Nunu/Olaf/Sylas/Zac,5,5,0.56
Leona/Lillia/Nunu/Olaf/Sylas/Zyra,5,5,0.56
Leona/Lillia/Nunu/Olaf/Twitch/Varus,5,5,0.5
Leona/Lillia/Nunu/Olaf/Twitch/Wukong,5,5,0.5
Leona/Lillia/Nunu/Olaf/Twitch/Yone,5,5,0.56
Leona/Lillia/Nunu/Olaf/Twitch/Zac,5,5,0.5
Leona/Lillia/Nunu/Olaf/Wukong/Zac,5,5,0.56
Leona/Lillia/Nunu/Olaf/Yone/Zac,5,5,0.62
Leona/Lillia/Nunu/Rakan/Sejuani/Senna,5,6,0.56
Leona/Lillia/Nunu/Rakan/Senna/Seraphine,5,5,0.5
Leona/Lillia/Nunu/Rakan/Senna/Twitch,5,5,0.5
Leona/Lillia/Nunu/Rakan/Senna/Zeri,5,5,0.56
Leona/Lillia/Nunu/Rakan/Sett/Volibear,5,5,0.56
Leona/Lillia/Nunu/Rakan/Twitch/Varus,5,5,0.5
Leona/Lillia/Nunu/Twitch/Varus/Zac,5,5,0.56
Leona/Lillia/Olaf/Qiyana/Sejuani/Yone,5,5,0.5
Leona/Lillia/Olaf/Rakan/Rell/Yone,5,5,0.5
Leona/Lillia/Olaf/Rakan/Sejuani/Senna,5,5,0.45
Leona/Lillia/Olaf/Rakan/Sejuani/Seraphine,5,5,0.42
Leona/Lillia/Olaf/Rakan/Sejuani/Sett,5,5,0.45
Leona/Lillia/Olaf/Rakan/Sejuani/Skarner,5,5,0.45
Leona/Lillia/Olaf/Rakan/Sejuani/Sylas,5,5,0.45
Leona/Lillia/Olaf/Rakan/Sejuani/Wukong,5,5,0.45
Leona/Lillia/Olaf/Rakan/Sejuani/Yone,6,6,0.6
Leona/Lillia/Olaf/Rakan/Senna/Yone,5,5,0.5
Leona/Lillia/Olaf/Rakan/Seraphine/Yone,5,5,0.45
Leona/Lillia/Olaf/Rakan/Sett/Yone,5,5,0.5
Leona/Lillia/Olaf/Rakan/Skarner/Yone,5,5,0.5
Leona/Lillia/Olaf/Rakan/Sylas/Yone,5,5,0.5
Leona/Lillia/Olaf/Rakan/Twitch/Yone,5,5,0.45
Leona/Lillia/Olaf/Rell/Rengar/Yone,5,5,0.56
Leona/Lillia/Olaf/Rell/Sejuani/Yone,5,6,0.56
Leona/Lillia/Olaf/Rell/Skarner/Yone,5,5,0.56
Leona/Lillia/Olaf/Rell/Sylas/Yone,5,5,0.56
Leona/Lillia/Olaf/Rell/Twitch/Yone,5,5,0.5
Leona/Lillia/Olaf/Rell/Yone/Zac,5,5,0.56
Leona/Lillia/Olaf/Rengar/Sejuani/Yone,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Senna/Yone,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Seraphine/Yone,5,5,0.45
Leona/Lillia/Olaf/Sejuani/Sett/Yone,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Skarner/Wukong,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Skarner/Yone,6,6,0.67
Leona/Lillia/Olaf/Sejuani/Skarner/Zac,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Sylas/Taliyah,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Sylas/Vladimir,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Sylas/Wukong,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Sylas/Yone,6,6,0.67
Leona/Lillia/Olaf/Sejuani/Sylas/Zac,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Sylas/Zyra,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Taliyah/Yone,5,5,0.56
Leona/Lillia/Olaf/Sejuani/Twitch/Yone,5,6,0.56
Leona/Lillia/Olaf/Sejuani/Varus/Yone,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Vladimir/Yone,5,5,0.56
Leona/Lillia/Olaf/Sejuani/Volibear/Yone,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Wukong/Yone,5,5,0.56
Leona/Lillia/Olaf/Sejuani/Wukong/Zac,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Yone/Zac,6,6,0.67
Leona/Lillia/Olaf/Sejuani/Yone/Zeri,5,5,0.5
Leona/Lillia/Olaf/Sejuani/Yone/Zyra,5,5,0.5
Leona/Lillia/Olaf/Skarner/Twitch/Yone,5,5,0.5
Leona/Lillia/Olaf/Skarner/Yone/Zac,5,5,0.56
Leona/Lillia/Olaf/Sylas/Vladimir/Yone,5,5,0.56
Leona/Lillia/Olaf/Sylas/Yone/Zac,5,5,0.56
Leona/Lillia/Olaf/Twitch/Yone/Zac,5,5,0.5
Leona/Lillia/Rakan/Sejuani/Senna/Seraphine,5,5,0.45
Leona/Lillia/Rakan/Sejuani/Senna/Yone,5,5,0.5
Leona/Lillia/Rakan/Sejuani/Senna/Zeri,5,5,0.5
Leona/Lillia/Rakan/Sejuani/Seraphine/Yone,5,5,0.45
Leona/Lillia/Rakan/Sejuani/Sett/Volibear,5,5,0.5
Leona/Lillia/Rakan/Sejuani/Sett/Yone,5,5,0.5
Leona/Lillia/Rakan/Sejuani/Wukong/Yone,5,5,0.5
Leona/Lillia/Sejuani/Wukong/Yone/Zac,5,5,0.56
Leona/Lux/Nunu/Rakan/Sejuani/Senna,5,5,0.56
Leona/Malphite/Nasus/Olaf/Sejuani/Yone,5,5,0.56
Leona/Malphite/Nasus/Olaf/Twitch/Yone,5,5,0.56
Leona/Malphite/Nunu/Olaf/Sejuani/Yone,5,5,0.62
Leona/Malphite/Olaf/Rakan/Sejuani/Yone,5,5,0.5
Leona/Malphite/Olaf/Rakan/Senna/Yone,5,5,0.56
Leona/Malphite/Olaf/Rakan/Seraphine/Yone,5,5,0.56
Leona/Malphite/Olaf/Rakan/Sett/Yone,5,5,0.56
Leona/Malphite/Olaf/Rakan/Twitch/Yone,5,5,0.5
Leona/Malphite/Olaf/Rell/Sejuani/Yone,5,5,0.56
Leona/Malphite/Olaf/Sejuani/Yone/Zac,5,5,0.62
Leona/Malphite/Olaf/Seraphine/Yone/Zac,5,5,0.62
Leona/Malphite/Olaf/Taliyah/Yone/Zac,5,5,0.71
Leona/Malphite/Olaf/Twitch/Varus/Yone,5,5,0.56
Leona/Malphite/Olaf/Twitch/Yone/Zac,5,5,0.62
Leona/Malphite/Olaf/Yone/Zac/Zeri,5,5,0.71
Leona/Malphite/Rakan/Senna/Seraphine/Zeri,5,5,0.62
Leona/Nasus/Nunu/Olaf/Sejuani/Yone,5,5,0.62
Leona/Nasus/Nunu/Sejuani/Senna/Zeri,5,5,0.62
Leona/Nasus/Olaf/Rell/Sejuani/Yone,5,5,0.56
Leona/Nasus/Olaf/Sejuani/Skarner/Yone,5,5,0.56
Leona/Nasus/Olaf/Sejuani/Sylas/Yone,5,5,0.5
Leona/Nasus/Olaf/Skarner/Twitch/Yone,5,5,0.56
Leona/Nasus/Olaf/Sylas/Twitch/Yone,5,5,0.5
Leona/Nasus/Olaf/Sylas/Yone/Zyra,5,5,0.56
Leona/Nasus/Olaf/Twitch/Varus/Yone,5,5,0.56
Leona/Nasus/Rell/Rengar/Sejuani/Yone,5,5,0.62
Leona/Nasus/Twitch/Varus/Wukong/Yone,5,5,0.62
Leona/Nidalee/Nunu/Rakan/Sejuani/Senna,5,5,0.56
Leona/Nunu/Olaf/Rakan/Sejuani/Senna,5,5,0.5
Leona/Nunu/Olaf/Rakan/Sejuani/Yone,5,5,0.56
Leona/Nunu/Olaf/Sejuani/Skarner/Yone,5,5,0.62
Leona/Nunu/Olaf/Sejuani/Sylas/Yone,5,5,0.56
Leona/Nunu/Olaf/Sejuani/Yone/Zac,5,5,0.62
Leona/Nunu/Rakan/Rell/Rengar/Senna,5,5,0.62
Leona/Nunu/Rakan/Rell/Senna/Zeri,5,5,0.62
Leona/Nunu/Rakan/Rengar/Sejuani/Senna,5,5,0.56
Leona/Nunu/Rakan/Sejuani/Senna/Taliyah,5,5,0.56
Leona/Nunu/Rakan/Sejuani/Senna/Varus,5,5,0.56
Leona/Nunu/Rakan/Sejuani/Senna/Volibear,5,5,0.56
Leona/Nunu/Rakan/Sejuani/Senna/Yone,5,5,0.62
Leona/Nunu/Rakan/Sejuani/Senna/Zeri,6,6,0.75
Leona/Nunu/Rakan/Senna/Seraphine/Zeri,5,5,0.62
Leona/Nunu/Rakan/Senna/Twitch/Varus,5,5,0.56
Leona/Nunu/Rakan/Senna/Twitch/Zeri,5,5,0.56
Leona/Nunu/Rell/Rengar/Twitch/Varus,5,5,0.62
Leona/Nunu/Sejuani/Senna/Sett/Volibear,5,5,0.62
Leona/Nunu/Sejuani/Senna/Sett/Zeri,5,5,0.62
Leona/Nunu/Sejuani/Senna/Zac/Zeri,5,5,0.71
Leona/Nunu/Sejuani/Taliyah/Zac/Zeri,5,5,0.71
Leona/Olaf/Rakan/Rell/Sejuani/Yone,5,5,0.5
Leona/Olaf/Rakan/Sejuani/Senna/Yone,5,5,0.5
Leona/Olaf/Rakan/Sejuani/Seraphine/Yone,5,5,0.45
Leona/Olaf/Rakan/Sejuani/Sett/Yone,5,5,0.5
Leona/Olaf/Rakan/Sejuani/Skarner/Yone,5,5,0.5
Leona/Olaf/Rakan/Sejuani/Sylas/Yone,5,5,0.45
Leona/Olaf/Rakan/Senna/Seraphine/Yone,5,5,0.5
Leona/Olaf/Rakan/Senna/Skarner/Yone,5,5,0.56
Leona/Olaf/Rakan/Senna/Sylas/Yone,5,5,0.5
Leona/Olaf/Rakan/Senna/Twitch/Yone,5,5,0.5
Leona/Olaf/Rakan/Senna/Yone/Zeri,5,5,0.56
Leona/Olaf/Rakan/Seraphine/Sett/Yone,5,5,0.5
Leona/Olaf/Rakan/Seraphine/Skarner/Yone,5,5,0.5
Leona/Olaf/Rakan/Seraphine/Sylas/Yone,5,5,0.45
Leona/Olaf/Rakan/Seraphine/Twitch/Yone,5,5,0.45
Leona/Olaf/Rakan/Seraphine/Yone/Zyra,5,5,0.5
Leona/Olaf/Rakan/Sett/Skarner/Yone,5,5,0.56
Leona/Olaf/Rakan/Sett/Sylas/Yone,5,5,0.5
Leona/Olaf/Rakan/Sett/Twitch/Yone,5,5,0.5
Leona/Olaf/Rakan/Sett/Volibear/Yone,5,5,0.56
Leona/Olaf/Rakan/Skarner/Twitch/Yone,5,5,0.5
Leona/Olaf/Rakan/Sylas/Twitch/Yone,5,5,0.45
Leona/Olaf/Rakan/Sylas/Yone/Zyra,5,5,0.5
Leona/Olaf/Rakan/Twitch/Varus/Yone,5,5,0.5
Leona/Olaf/Rell/Rengar/Sejuani/Yone,5,5,0.56
Leona/Olaf/Rell/Sejuani/Skarner/Yone,5,5,0.56
Leona/Olaf/Rell/Sejuani/Sylas/Yone,5,5,0.5
Leona/Olaf/Rell/Sejuani/Yone/Zac,5,5,0.56
Leona/Olaf/Sejuani/Skarner/Yone/Zac,5,5,0.56
Leona/Olaf/Sejuani/Sylas/Yone/Zac,5,5,0.5
Leona/Olaf/Sejuani/Sylas/Yone/Zyra,5,5,0.5
Leona/Olaf/Skarner/Twitch/Varus/Yone,5,5,0.62
Leona/Olaf/Skarner/Twitch/Yone/Zac,5,5,0.56
Leona/Olaf/Sylas/Twitch/Yone/Zac,5,5,0.5
Leona/Olaf/Sylas/Yone/Zac/Zyra,5,5,0.56
Leona/Olaf/Twitch/Varus/Yone/Zac,5,5,0.56
Leona/Qiyana/Rell/Rengar/Sejuani/Yone,5,5,0.62
Leona/Rakan/Rell/Rengar/Sejuani/Senna,5,5,0.56
Leona/Rakan/Rell/Rengar/Sejuani/Yone,5,5,0.56
Leona/Rakan/Rell/Sejuani/Senna/Yone,5,5,0.56
Leona/Rakan/Rell/Sejuani/Senna/Zeri,5,5,0.56
Leona/Rakan/Sejuani/Senna/Seraphine/Yone,5,5,0.5
Leona/Rakan/Sejuani/Senna/Seraphine/Zeri,5,5,0.56
Leona/Rakan/Sejuani/Senna/Wukong/Yone,5,5,0.56
Leona/Rakan/Sejuani/Senna/Yone/Zeri,5,5,0.56
Leona/Rakan/Sejuani/Sett/Volibear/Yone,5,5,0.56
Leona/Rakan/Senna/Seraphine/Taliyah/Zeri,5,5,0.62
Leona/Rakan/Senna/Seraphine/Twitch/Varus,5,5,0.5
Leona/Rakan/Senna/Seraphine/Twitch/Yone,5,5,0.5
Leona/Rakan/Senna/Seraphine/Twitch/Zeri,5,5,0.56
Leona/Rakan/Senna/Seraphine/Wukong/Yone,5,5,0.56
Leona/Rakan/Senna/Seraphine/Yone/Zeri,5,5,0.62
Leona/Rakan/Senna/Seraphine/Yone/Zyra,5,5,0.56
Leona/Rakan/Senna/Seraphine/Zac/Zeri,5,5,0.71
Leona/Rakan/Senna/Seraphine/Zeri/Zyra,5,5,0.62
Leona/Rakan/Senna/Twitch/Varus/Yone,5,5,0.56
Leona/Rakan/Senna/Twitch/Varus/Zeri,5,5,0.56
Leona/Rakan/Senna/Twitch/Wukong/Yone,5,5,0.56
Leona/Rakan/Senna/Twitch/Yone/Zeri,5,5,0.56
Leona/Rakan/Senna/Wukong/Yone/Zeri,5,5,0.62
Leona/Rakan/Seraphine/Sett/Volibear/Yone,5,5,0.56
